Date,Exposed,Color,FoodLevel,ID,Stage,Length,Eggs,Worms,C_Eggs,C_Worms,Infected,Alive,Dead,Last_Alive
140,Yes,Red,16.5,10,,,,,,,1,0,1,0
147,Yes,Red,16.5,10,,,,,,,1,0,1,0
154,Yes,Red,16.5,10,,,,,,,1,0,1,0
161,Yes,Red,16.5,10,,,,,,,1,0,1,0
168,Yes,Red,16.5,10,,,,,,,1,0,1,0
175,Yes,Red,16.5,10,,,,,,,1,0,1,0
182,Yes,Red,16.5,10,,,,,,,1,0,1,0
189,Yes,Red,16.5,10,,,,,,,1,0,1,0
196,Yes,Red,16.5,10,,,,,,,1,0,1,0
203,Yes,Red,16.5,10,,,,,,,1,0,1,0
210,Yes,Red,16.5,10,,,,,,,1,0,1,0
217,Yes,Red,16.5,10,,,,,,,1,0,1,0
224,Yes,Red,16.5,10,,,,,,,1,0,1,0
231,Yes,Red,16.5,10,,,,,,,1,0,1,0
238,Yes,Red,16.5,10,,,,,,,1,0,1,0
245,Yes,Red,16.5,10,,,,,,,1,0,1,0
28,Yes,Red,16.5,11,,4.6,0,0,0,0,1,1,0,0
35,Yes,Red,16.5,11,,7.1,0,0,0,0,1,1,0,0
42,Yes,Red,16.5,11,,10.2,0,0,0,0,1,1,0,0
49,Yes,Red,16.5,11,,11.9,0,0,0,0,1,1,0,0
56,Yes,Red,16.5,11,,12.2,0,0,0,0,1,1,0,0
63,Yes,Red,16.5,11,,11.3,54,0,54,0,1,1,0,0
70,Yes,Red,16.5,11,,12,74,1061,128,1061,1,1,0,0
77,Yes,Red,16.5,11,,11.9,15,691,143,1752,1,1,0,0
84,Yes,Red,16.5,11,,12.1,20,185,163,1937,1,1,0,0
91,Yes,Red,16.5,11,,12.7,19,668,182,2605,1,1,0,0
98,Yes,Red,16.5,11,,12.1,21,529,203,3134,1,1,0,0
105,Yes,Red,16.5,11,,12.3,23,253,226,3387,1,1,0,0
112,Yes,Red,16.5,11,,13,14,288,240,3675,1,1,0,1
119,Yes,Red,16.5,11,,11.9,0,,240,,1,1,0,0
126,Yes,Red,16.5,11,,,,,,,1,0,1,0
133,Yes,Red,16.5,11,,,,,,,1,0,1,0
140,Yes,Red,16.5,11,,,,,,,1,0,1,0
147,Yes,Red,16.5,11,,,,,,,1,0,1,0
154,Yes,Red,16.5,11,,,,,,,1,0,1,0
161,Yes,Red,16.5,11,,,,,,,1,0,1,0
168,Yes,Red,16.5,11,,,,,,,1,0,1,0
175,Yes,Red,16.5,11,,,,,,,1,0,1,0
182,Yes,Red,16.5,11,,,,,,,1,0,1,0
189,Yes,Red,16.5,11,,,,,,,1,0,1,0
196,Yes,Red,16.5,11,,,,,,,1,0,1,0
203,Yes,Red,16.5,11,,,,,,,1,0,1,0
210,Yes,Red,16.5,11,,,,,,,1,0,1,0
217,Yes,Red,16.5,11,,,,,,,1,0,1,0
224,Yes,Red,16.5,11,,,,,,,1,0,1,0
231,Yes,Red,16.5,11,,,,,,,1,0,1,0
238,Yes,Red,16.5,11,,,,,,,1,0,1,0
245,Yes,Red,16.5,11,,,,,,,1,0,1,0
28,Yes,Red,16.5,12,,5.1,0,0,0,0,1,1,0,0
35,Yes,Red,16.5,12,,7.2,0,0,0,0,1,1,0,0
42,Yes,Red,16.5,12,,9.2,0,0,0,0,1,1,0,0
49,Yes,Red,16.5,12,,11.2,18,0,18,0,1,1,0,0
56,Yes,Red,16.5,12,,12.2,52,0,70,0,1,1,0,0
63,Yes,Red,16.5,12,,13,0,0,70,0,1,1,0,0
70,Yes,Red,16.5,12,,13.4,11,714,81,714,1,1,0,1
77,Yes,Red,16.5,12,,13.8,15,,96,,1,1,0,0
84,Yes,Red,16.5,12,,,,,,,1,0,1,0
91,Yes,Red,16.5,12,,,,,,,1,0,1,0
98,Yes,Red,16.5,12,,,,,,,1,0,1,0
105,Yes,Red,16.5,12,,,,,,,1,0,1,0
112,Yes,Red,16.5,12,,,,,,,1,0,1,0
119,Yes,Red,16.5,12,,,,,,,1,0,1,0
126,Yes,Red,16.5,12,,,,,,,1,0,1,0
133,Yes,Red,16.5,12,,,,,,,1,0,1,0
140,Yes,Red,16.5,12,,,,,,,1,0,1,0
147,Yes,Red,16.5,12,,,,,,,1,0,1,0
154,Yes,Red,16.5,12,,,,,,,1,0,1,0
161,Yes,Red,16.5,12,,,,,,,1,0,1,0
168,Yes,Red,16.5,12,,,,,,,1,0,1,0
175,Yes,Red,16.5,12,,,,,,,1,0,1,0
182,Yes,Red,16.5,12,,,,,,,1,0,1,0
189,Yes,Red,16.5,12,,,,,,,1,0,1,0
196,Yes,Red,16.5,12,,,,,,,1,0,1,0
203,Yes,Red,16.5,12,,,,,,,1,0,1,0
210,Yes,Red,16.5,12,,,,,,,1,0,1,0
217,Yes,Red,16.5,12,,,,,,,1,0,1,0
224,Yes,Red,16.5,12,,,,,,,1,0,1,0
231,Yes,Red,16.5,12,,,,,,,1,0,1,0
238,Yes,Red,16.5,12,,,,,,,1,0,1,0
245,Yes,Red,16.5,12,,,,,,,1,0,1,0
28,Yes,Red,16.5,14,,5,0,0,0,0,1,1,0,0
35,Yes,Red,16.5,14,,7.2,0,0,0,0,1,1,0,0
42,Yes,Red,16.5,14,,9.5,0,0,0,0,1,1,0,0
49,Yes,Red,16.5,14,,11.3,0,0,0,0,1,1,0,0
56,Yes,Red,16.5,14,,11.8,6,0,6,0,1,1,0,0
63,Yes,Red,16.5,14,,12.2,0,0,6,0,1,1,0,0
70,Yes,Red,16.5,14,,13,0,671,6,671,1,1,0,0
77,Yes,Red,16.5,14,,14.1,0,932,6,1603,1,1,0,0
84,Yes,Red,16.5,14,,14.7,0,1345,6,2948,1,1,0,0
91,Yes,Red,16.5,14,,14.7,0,1805,6,4753,1,1,0,0
98,Yes,Red,16.5,14,,15.8,0,1986,6,6739,1,1,0,0
105,Yes,Red,16.5,14,,15.4,0,545,6,7284,1,1,0,0
112,Yes,Red,16.5,14,,15.8,0,1104,6,8388,1,1,0,0
119,Yes,Red,16.5,14,,16.1,0,605,6,8993,1,1,0,0
126,Yes,Red,16.5,14,,16.2,0,1365,6,10358,1,1,0,0
133,Yes,Red,16.5,14,,16.5,0,668,6,11026,1,1,0,0
140,Yes,Red,16.5,14,,16.6,0,1243,6,12269,1,1,0,0
147,Yes,Red,16.5,14,,16.4,0,1117,6,13386,1,1,0,0
154,Yes,Red,16.5,14,,16.7,0,1805,6,15191,1,1,0,0
161,Yes,Red,16.5,14,,16.6,0,1206,6,16397,1,1,0,0
168,Yes,Red,16.5,14,,17.1,0,1474,6,17871,1,1,0,1
175,Yes,Red,16.5,14,,17.3,0,,6,,1,1,0,0
182,Yes,Red,16.5,14,,,,,,,1,0,1,0
189,Yes,Red,16.5,14,,,,,,,1,0,1,0
196,Yes,Red,16.5,14,,,,,,,1,0,1,0
203,Yes,Red,16.5,14,,,,,,,1,0,1,0
210,Yes,Red,16.5,14,,,,,,,1,0,1,0
217,Yes,Red,16.5,14,,,,,,,1,0,1,0
224,Yes,Red,16.5,14,,,,,,,1,0,1,0
231,Yes,Red,16.5,14,,,,,,,1,0,1,0
238,Yes,Red,16.5,14,,,,,,,1,0,1,0
245,Yes,Red,16.5,14,,,,,,,1,0,1,0
28,Yes,Red,16.5,15,,5.2,0,0,0,0,1,1,0,0
35,Yes,Red,16.5,15,,4.9,0,0,0,0,1,1,0,0
42,Yes,Red,16.5,15,,4.8,0,0,0,0,1,1,0,0
49,Yes,Red,16.5,15,,8.2,0,0,0,0,1,1,0,0
56,Yes,Red,16.5,15,,10,0,0,0,0,1,1,0,0
63,Yes,Red,16.5,15,,10.8,0,0,0,0,1,1,0,0
70,Yes,Red,16.5,15,,11.3,0,982,0,982,1,1,0,0
77,Yes,Red,16.5,15,,12.4,0,740,0,1722,1,1,0,0
84,Yes,Red,16.5,15,,13.9,0,1421,0,3143,1,1,0,0
91,Yes,Red,16.5,15,,14,0,2145,0,5288,1,1,0,0
98,Yes,Red,16.5,15,,14.8,30,2565,30,7853,1,1,0,0
105,Yes,Red,16.5,15,,14.8,0,876,30,8729,1,1,0,0
112,Yes,Red,16.5,15,,15.4,0,1233,30,9962,1,1,0,0
119,Yes,Red,16.5,15,,15.8,0,737,30,10699,1,1,0,0
126,Yes,Red,16.5,15,,16.2,32,1656,62,12355,1,1,0,0
133,Yes,Red,16.5,15,,16.5,0,823,62,13178,1,1,0,0
140,Yes,Red,16.5,15,,16.8,126,985,188,14163,1,1,0,0
147,Yes,Red,16.5,15,,17.4,0,1107,188,15270,1,1,0,0
154,Yes,Red,16.5,15,,17.7,0,1547,188,16817,1,1,0,0
161,Yes,Red,16.5,15,,17.9,0,1894,188,18711,1,1,0,0
168,Yes,Red,16.5,15,,19,0,2644,188,21355,1,1,0,1
175,Yes,Red,16.5,15,,19.1,0,,188,,1,1,0,0
182,Yes,Red,16.5,15,,,,,,,1,0,1,0
189,Yes,Red,16.5,15,,,,,,,1,0,1,0
196,Yes,Red,16.5,15,,,,,,,1,0,1,0
203,Yes,Red,16.5,15,,,,,,,1,0,1,0
210,Yes,Red,16.5,15,,,,,,,1,0,1,0
217,Yes,Red,16.5,15,,,,,,,1,0,1,0
224,Yes,Red,16.5,15,,,,,,,1,0,1,0
231,Yes,Red,16.5,15,,,,,,,1,0,1,0
238,Yes,Red,16.5,15,,,,,,,1,0,1,0
245,Yes,Red,16.5,15,,,,,,,1,0,1,0
28,No,Black,0.6875,17,,5.2,0,,0,,0,1,0,0
35,No,Black,0.6875,17,,5.7,0,,0,,0,1,0,0
42,No,Black,0.6875,17,,5.9,0,,0,,0,1,0,0
49,No,Black,0.6875,17,,6.4,0,,0,,0,1,0,0
56,No,Black,0.6875,17,,6.3,0,,0,,0,1,0,0
63,No,Black,0.6875,17,,6.7,0,,0,,0,1,0,0
70,No,Black,0.6875,17,,6.4,0,,0,,0,1,0,0
77,No,Black,0.6875,17,,6.7,0,,0,,0,1,0,0
84,No,Black,0.6875,17,,6.8,0,,0,,0,1,0,0
91,No,Black,0.6875,17,,6.7,0,,0,,0,1,0,0
98,No,Black,0.6875,17,,6.8,0,,0,,0,1,0,0
105,No,Black,0.6875,17,,6.6,0,,0,,0,1,0,0
112,No,Black,0.6875,17,,6.8,0,,0,,0,1,0,0
119,No,Black,0.6875,17,,6.4,0,,0,,0,1,0,0
126,No,Black,0.6875,17,,6.7,0,,0,,0,1,0,0
133,No,Black,0.6875,17,,6.7,0,,0,,0,1,0,0
140,No,Black,0.6875,17,,6.9,0,,0,,0,1,0,0
147,No,Black,0.6875,17,,7,0,,0,,0,1,0,0
154,No,Black,0.6875,17,,6.9,0,,0,,0,1,0,0
161,No,Black,0.6875,17,,7.2,0,,0,,0,1,0,0
168,No,Black,0.6875,17,,7.2,0,,0,,0,1,0,1
175,No,Black,0.6875,17,,7.2,0,,0,,0,1,0,0
182,No,Black,0.6875,17,,,,,,,0,0,1,0
189,No,Black,0.6875,17,,,,,,,0,0,1,0
196,No,Black,0.6875,17,,,,,,,0,0,1,0
203,No,Black,0.6875,17,,,,,,,0,0,1,0
210,No,Black,0.6875,17,,,,,,,0,0,1,0
217,No,Black,0.6875,17,,,,,,,0,0,1,0
224,No,Black,0.6875,17,,,,,,,0,0,1,0
231,No,Black,0.6875,17,,,,,,,0,0,1,0
238,No,Black,0.6875,17,,,,,,,0,0,1,0
245,No,Black,0.6875,17,,,,,,,0,0,1,0
28,No,Black,0.6875,18,,4.7,0,,0,,0,1,0,0
35,No,Black,0.6875,18,,4.6,0,,0,,0,1,0,0
42,No,Black,0.6875,18,,4.5,0,,0,,0,1,0,0
49,No,Black,0.6875,18,,4.5,0,,0,,0,1,0,0
56,No,Black,0.6875,18,,4.4,0,,0,,0,1,0,0
63,No,Black,0.6875,18,,4.5,0,,0,,0,1,0,0
70,No,Black,0.6875,18,,4.7,0,,0,,0,1,0,0
77,No,Black,0.6875,18,,5,0,,0,,0,1,0,0
84,No,Black,0.6875,18,,5,0,,0,,0,1,0,0
91,No,Black,0.6875,18,,5.5,0,,0,,0,1,0,0
98,No,Black,0.6875,18,,5.7,0,,0,,0,1,0,0
105,No,Black,0.6875,18,,5.8,0,,0,,0,1,0,0
112,No,Black,0.6875,18,,5.8,0,,0,,0,1,0,0
119,No,Black,0.6875,18,,6,0,,0,,0,1,0,0
126,No,Black,0.6875,18,,6,0,,0,,0,1,0,0
133,No,Black,0.6875,18,,6.7,0,,0,,0,1,0,0
140,No,Black,0.6875,18,,6.5,0,,0,,0,1,0,0
147,No,Black,0.6875,18,,6.6,0,,0,,0,1,0,0
154,No,Black,0.6875,18,,6.9,0,,0,,0,1,0,0
161,No,Black,0.6875,18,,7.2,0,,0,,0,1,0,1
168,No,Black,0.6875,18,,7,0,,0,,0,1,0,0
175,No,Black,0.6875,18,,,,,,,0,0,1,0
182,No,Black,0.6875,18,,,,,,,0,0,1,0
189,No,Black,0.6875,18,,,,,,,0,0,1,0
196,No,Black,0.6875,18,,,,,,,0,0,1,0
203,No,Black,0.6875,18,,,,,,,0,0,1,0
210,No,Black,0.6875,18,,,,,,,0,0,1,0
217,No,Black,0.6875,18,,,,,,,0,0,1,0
224,No,Black,0.6875,18,,,,,,,0,0,1,0
231,No,Black,0.6875,18,,,,,,,0,0,1,0
238,No,Black,0.6875,18,,,,,,,0,0,1,0
245,No,Black,0.6875,18,,,,,,,0,0,1,0
28,No,Black,0.6875,19,,4,0,,0,,0,1,0,0
35,No,Black,0.6875,19,,4,0,,0,,0,1,0,0
42,No,Black,0.6875,19,,4.2,0,,0,,0,1,0,0
49,No,Black,0.6875,19,,4.7,0,,0,,0,1,0,0
56,No,Black,0.6875,19,,5,0,,0,,0,1,0,0
63,No,Black,0.6875,19,,5,0,,0,,0,1,0,0
70,No,Black,0.6875,19,,5.2,0,,0,,0,1,0,0
77,No,Black,0.6875,19,,5.3,0,,0,,0,1,0,0
84,No,Black,0.6875,19,,5.3,0,,0,,0,1,0,0
91,No,Black,0.6875,19,,5.8,0,,0,,0,1,0,0
98,No,Black,0.6875,19,,5.8,0,,0,,0,1,0,0
105,No,Black,0.6875,19,,5.7,0,,0,,0,1,0,0
112,No,Black,0.6875,19,,5.8,0,,0,,0,1,0,0
119,No,Black,0.6875,19,,6.1,0,,0,,0,1,0,0
126,No,Black,0.6875,19,,6,0,,0,,0,1,0,0
133,No,Black,0.6875,19,,6.5,0,,0,,0,1,0,0
140,No,Black,0.6875,19,,6.6,0,,0,,0,1,0,0
147,No,Black,0.6875,19,,6.5,0,,0,,0,1,0,0
154,No,Black,0.6875,19,,6.8,1,,1,,0,1,0,0
161,No,Black,0.6875,19,,6.8,0,,1,,0,1,0,1
168,No,Black,0.6875,19,,6.6,0,,1,,0,1,0,0
175,No,Black,0.6875,19,,,,,,,0,0,1,0
182,No,Black,0.6875,19,,,,,,,0,0,1,0
189,No,Black,0.6875,19,,,,,,,0,0,1,0
196,No,Black,0.6875,19,,,,,,,0,0,1,0
203,No,Black,0.6875,19,,,,,,,0,0,1,0
210,No,Black,0.6875,19,,,,,,,0,0,1,0
217,No,Black,0.6875,19,,,,,,,0,0,1,0
224,No,Black,0.6875,19,,,,,,,0,0,1,0
231,No,Black,0.6875,19,,,,,,,0,0,1,0
238,No,Black,0.6875,19,,,,,,,0,0,1,0
245,No,Black,0.6875,19,,,,,,,0,0,1,0
28,No,Black,0.6875,20,,4,0,,0,,0,1,0,0
35,No,Black,0.6875,20,,5.8,0,,0,,0,1,0,0
42,No,Black,0.6875,20,,6,0,,0,,0,1,0,0
49,No,Black,0.6875,20,,6.4,0,,0,,0,1,0,0
56,No,Black,0.6875,20,,6,0,,0,,0,1,0,0
63,No,Black,0.6875,20,,6.5,0,,0,,0,1,0,0
70,No,Black,0.6875,20,,6.5,0,,0,,0,1,0,0
77,No,Black,0.6875,20,,6.4,0,,0,,0,1,0,0
84,No,Black,0.6875,20,,6.3,0,,0,,0,1,0,0
91,No,Black,0.6875,20,,6.8,0,,0,,0,1,0,0
98,No,Black,0.6875,20,,6.8,2,,2,,0,1,0,0
105,No,Black,0.6875,20,,6.9,0,,2,,0,1,0,0
112,No,Black,0.6875,20,,6.8,0,,2,,0,1,0,0
119,No,Black,0.6875,20,,7,0,,2,,0,1,0,0
126,No,Black,0.6875,20,,7,0,,2,,0,1,0,0
133,No,Black,0.6875,20,,6.8,0,,2,,0,1,0,0
140,No,Black,0.6875,20,,7,0,,2,,0,1,0,0
147,No,Black,0.6875,20,,7,0,,2,,0,1,0,0
154,No,Black,0.6875,20,,7.2,0,,2,,0,1,0,0
161,No,Black,0.6875,20,,7,0,,2,,0,1,0,0
168,No,Black,0.6875,20,,7,0,,2,,0,1,0,1
175,No,Black,0.6875,20,,7.1,0,,2,,0,1,0,0
182,No,Black,0.6875,20,,,,,,,0,0,1,0
189,No,Black,0.6875,20,,,,,,,0,0,1,0
196,No,Black,0.6875,20,,,,,,,0,0,1,0
203,No,Black,0.6875,20,,,,,,,0,0,1,0
210,No,Black,0.6875,20,,,,,,,0,0,1,0
217,No,Black,0.6875,20,,,,,,,0,0,1,0
224,No,Black,0.6875,20,,,,,,,0,0,1,0
231,No,Black,0.6875,20,,,,,,,0,0,1,0
238,No,Black,0.6875,20,,,,,,,0,0,1,0
245,No,Black,0.6875,20,,,,,,,0,0,1,0
28,No,Black,0.6875,21,,5.1,0,,0,,0,1,0,0
35,No,Black,0.6875,21,,4.6,0,,0,,0,1,0,0
42,No,Black,0.6875,21,,4.9,0,,0,,0,1,0,0
49,No,Black,0.6875,21,,4.8,0,,0,,0,1,0,0
56,No,Black,0.6875,21,,5.4,0,,0,,0,1,0,0
63,No,Black,0.6875,21,,5.1,0,,0,,0,1,0,0
70,No,Black,0.6875,21,,5.1,0,,0,,0,1,0,0
77,No,Black,0.6875,21,,5.5,0,,0,,0,1,0,0
84,No,Black,0.6875,21,,5.9,0,,0,,0,1,0,0
91,No,Black,0.6875,21,,6,0,,0,,0,1,0,0
98,No,Black,0.6875,21,,6.2,0,,0,,0,1,0,0
105,No,Black,0.6875,21,,6.4,0,,0,,0,1,0,0
112,No,Black,0.6875,21,,6.4,0,,0,,0,1,0,0
119,No,Black,0.6875,21,,6.5,0,,0,,0,1,0,0
126,No,Black,0.6875,21,,6.5,0,,0,,0,1,0,0
133,No,Black,0.6875,21,,6.4,0,,0,,0,1,0,0
140,No,Black,0.6875,21,,6.6,0,,0,,0,1,0,0
147,No,Black,0.6875,21,,7,0,,0,,0,1,0,0
154,No,Black,0.6875,21,,7.3,0,,0,,0,1,0,0
161,No,Black,0.6875,21,,7.2,0,,0,,0,1,0,0
168,No,Black,0.6875,21,,7.1,0,,0,,0,1,0,1
175,No,Black,0.6875,21,,7.2,0,,0,,0,1,0,0
182,No,Black,0.6875,21,,,,,,,0,0,1,0
189,No,Black,0.6875,21,,,,,,,0,0,1,0
196,No,Black,0.6875,21,,,,,,,0,0,1,0
203,No,Black,0.6875,21,,,,,,,0,0,1,0
210,No,Black,0.6875,21,,,,,,,0,0,1,0
217,No,Black,0.6875,21,,,,,,,0,0,1,0
224,No,Black,0.6875,21,,,,,,,0,0,1,0
231,No,Black,0.6875,21,,,,,,,0,0,1,0
238,No,Black,0.6875,21,,,,,,,0,0,1,0
245,No,Black,0.6875,21,,,,,,,0,0,1,0
28,No,Brown,1.375,17,,4.9,0,,0,,0,1,0,0
35,No,Brown,1.375,17,,5.6,0,,0,,0,1,0,0
42,No,Brown,1.375,17,,6.9,0,,0,,0,1,0,0
49,No,Brown,1.375,17,,7.3,0,,0,,0,1,0,0
56,No,Brown,1.375,17,,7.5,0,,0,,0,1,0,0
63,No,Brown,1.375,17,,7.7,0,,0,,0,1,0,0
70,No,Brown,1.375,17,,7.8,0,,0,,0,1,0,0
77,No,Brown,1.375,17,,8.2,10,,10,,0,1,0,0
84,No,Brown,1.375,17,,8,0,,10,,0,1,0,0
91,No,Brown,1.375,17,,8.5,0,,10,,0,1,0,0
98,No,Brown,1.375,17,,9.1,0,,10,,0,1,0,0
105,No,Brown,1.375,17,,8.6,0,,10,,0,1,0,0
112,No,Brown,1.375,17,,9,0,,10,,0,1,0,0
119,No,Brown,1.375,17,,9.9,0,,10,,0,1,0,0
126,No,Brown,1.375,17,,9.1,0,,10,,0,1,0,0
133,No,Brown,1.375,17,,9.2,0,,10,,0,1,0,0
140,No,Brown,1.375,17,,9.3,0,,10,,0,1,0,0
147,No,Brown,1.375,17,,9.5,0,,10,,0,1,0,0
154,No,Brown,1.375,17,,9.6,0,,10,,0,1,0,0
161,No,Brown,1.375,17,,9.5,0,,10,,0,1,0,0
168,No,Brown,1.375,17,,9.6,0,,10,,0,1,0,0
175,No,Brown,1.375,17,,9.6,0,,10,,0,1,0,0
182,No,Brown,1.375,17,,9,0,,10,,0,1,0,0
189,No,Brown,1.375,17,,10.7,0,,10,,0,1,0,0
196,No,Brown,1.375,17,,9.7,0,,10,,0,1,0,0
203,No,Brown,1.375,17,,9.7,0,,10,,0,1,0,0
210,No,Brown,1.375,17,,9.7,0,,10,,0,1,0,0
217,No,Brown,1.375,17,,10,0,,10,,0,1,0,0
224,No,Brown,1.375,17,,9.8,0,,10,,0,1,0,0
231,No,Brown,1.375,17,,9.9,0,,10,,0,1,0,0
238,No,Brown,1.375,17,,10.7,0,,10,,0,1,0,0
245,No,Brown,1.375,17,,10.1,0,,10,,0,1,0,1
28,No,Brown,1.375,18,,4.9,0,,0,,0,1,0,0
35,No,Brown,1.375,18,,4.8,0,,0,,0,1,0,0
42,No,Brown,1.375,18,,5.6,0,,0,,0,1,0,0
49,No,Brown,1.375,18,,6,0,,0,,0,1,0,0
56,No,Brown,1.375,18,,6.1,0,,0,,0,1,0,0
63,No,Brown,1.375,18,,6.2,0,,0,,0,1,0,0
70,No,Brown,1.375,18,,6.7,0,,0,,0,1,0,0
77,No,Brown,1.375,18,,6.7,0,,0,,0,1,0,0
84,No,Brown,1.375,18,,7,0,,0,,0,1,0,0
91,No,Brown,1.375,18,,7.4,0,,0,,0,1,0,0
98,No,Brown,1.375,18,,7.7,0,,0,,0,1,0,0
105,No,Brown,1.375,18,,7.8,0,,0,,0,1,0,0
112,No,Brown,1.375,18,,8.2,0,,0,,0,1,0,0
119,No,Brown,1.375,18,,8.3,0,,0,,0,1,0,0
126,No,Brown,1.375,18,,8.4,4,,4,,0,1,0,0
133,No,Brown,1.375,18,,8.4,0,,4,,0,1,0,0
140,No,Brown,1.375,18,,8.8,1,,5,,0,1,0,0
147,No,Brown,1.375,18,,8.7,0,,5,,0,1,0,0
154,No,Brown,1.375,18,,8.9,3,,8,,0,1,0,0
161,No,Brown,1.375,18,,8.9,0,,8,,0,1,0,0
168,No,Brown,1.375,18,,8.9,0,,8,,0,1,0,0
175,No,Brown,1.375,18,,9,0,,8,,0,1,0,0
182,No,Brown,1.375,18,,9.2,12,,20,,0,1,0,0
189,No,Brown,1.375,18,,9.2,0,,20,,0,1,0,0
196,No,Brown,1.375,18,,9,10,,30,,0,1,0,0
203,No,Brown,1.375,18,,9.4,1,,31,,0,1,0,0
210,No,Brown,1.375,18,,9.6,0,,31,,0,1,0,0
217,No,Brown,1.375,18,,9.6,0,,31,,0,1,0,0
224,No,Brown,1.375,18,,9.4,0,,31,,0,1,0,0
231,No,Brown,1.375,18,,9.5,3,,34,,0,1,0,0
238,No,Brown,1.375,18,,9.7,0,,34,,0,1,0,0
245,No,Brown,1.375,18,,9.6,0,,34,,0,1,0,1
28,No,Brown,1.375,19,,4.2,0,,0,,0,1,0,1
35,No,Brown,1.375,19,,4,0,,0,,0,1,0,0
42,No,Brown,1.375,19,,,,,,,0,0,1,0
49,No,Brown,1.375,19,,,,,,,0,0,1,0
56,No,Brown,1.375,19,,,,,,,0,0,1,0
63,No,Brown,1.375,19,,,,,,,0,0,1,0
70,No,Brown,1.375,19,,,,,,,0,0,1,0
77,No,Brown,1.375,19,,,,,,,0,0,1,0
84,No,Brown,1.375,19,,,,,,,0,0,1,0
91,No,Brown,1.375,19,,,,,,,0,0,1,0
98,No,Brown,1.375,19,,,,,,,0,0,1,0
105,No,Brown,1.375,19,,,,,,,0,0,1,0
112,No,Brown,1.375,19,,,,,,,0,0,1,0
119,No,Brown,1.375,19,,,,,,,0,0,1,0
126,No,Brown,1.375,19,,,,,,,0,0,1,0
133,No,Brown,1.375,19,,,,,,,0,0,1,0
140,No,Brown,1.375,19,,,,,,,0,0,1,0
147,No,Brown,1.375,19,,,,,,,0,0,1,0
154,No,Brown,1.375,19,,,,,,,0,0,1,0
161,No,Brown,1.375,19,,,,,,,0,0,1,0
168,No,Brown,1.375,19,,,,,,,0,0,1,0
175,No,Brown,1.375,19,,,,,,,0,0,1,0
182,No,Brown,1.375,19,,,,,,,0,0,1,0
189,No,Brown,1.375,19,,,,,,,0,0,1,0
196,No,Brown,1.375,19,,,,,,,0,0,1,0
203,No,Brown,1.375,19,,,,,,,0,0,1,0
210,No,Brown,1.375,19,,,,,,,0,0,1,0
217,No,Brown,1.375,19,,,,,,,0,0,1,0
224,No,Brown,1.375,19,,,,,,,0,0,1,0
231,No,Brown,1.375,19,,,,,,,0,0,1,0
238,No,Brown,1.375,19,,,,,,,0,0,1,0
245,No,Brown,1.375,19,,,,,,,0,0,1,0
28,No,Brown,1.375,20,,5,0,,0,,0,1,0,0
35,No,Brown,1.375,20,,5.6,0,,0,,0,1,0,0
42,No,Brown,1.375,20,,5.9,0,,0,,0,1,0,0
49,No,Brown,1.375,20,,6,0,,0,,0,1,0,0
56,No,Brown,1.375,20,,6.4,0,,0,,0,1,0,0
63,No,Brown,1.375,20,,6.5,0,,0,,0,1,0,0
70,No,Brown,1.375,20,,6.5,0,,0,,0,1,0,0
77,No,Brown,1.375,20,,6.7,0,,0,,0,1,0,0
84,No,Brown,1.375,20,,7,0,,0,,0,1,0,0
91,No,Brown,1.375,20,,7.4,4,,4,,0,1,0,0
98,No,Brown,1.375,20,,7.5,2,,6,,0,1,0,0
105,No,Brown,1.375,20,,7.3,0,,6,,0,1,0,0
112,No,Brown,1.375,20,,7.5,0,,6,,0,1,0,0
119,No,Brown,1.375,20,,7.6,0,,6,,0,1,0,0
126,No,Brown,1.375,20,,7.6,0,,6,,0,1,0,0
133,No,Brown,1.375,20,,7.6,0,,6,,0,1,0,0
140,No,Brown,1.375,20,,8,1,,7,,0,1,0,0
147,No,Brown,1.375,20,,8.1,2,,9,,0,1,0,0
154,No,Brown,1.375,20,,8.4,0,,9,,0,1,0,0
161,No,Brown,1.375,20,,8.4,2,,11,,0,1,0,0
168,No,Brown,1.375,20,,8.3,0,,11,,0,1,0,1
175,No,Brown,1.375,20,,8.3,0,,11,,0,1,0,0
182,No,Brown,1.375,20,,,,,,,0,0,1,0
189,No,Brown,1.375,20,,,,,,,0,0,1,0
196,No,Brown,1.375,20,,,,,,,0,0,1,0
203,No,Brown,1.375,20,,,,,,,0,0,1,0
210,No,Brown,1.375,20,,,,,,,0,0,1,0
217,No,Brown,1.375,20,,,,,,,0,0,1,0
224,No,Brown,1.375,20,,,,,,,0,0,1,0
231,No,Brown,1.375,20,,,,,,,0,0,1,0
238,No,Brown,1.375,20,,,,,,,0,0,1,0
245,No,Brown,1.375,20,,,,,,,0,0,1,0
28,No,Brown,1.375,21,,4,0,,0,,0,1,0,0
35,No,Brown,1.375,21,,4.8,0,,0,,0,1,0,0
42,No,Brown,1.375,21,,5.2,0,,0,,0,1,0,0
49,No,Brown,1.375,21,,6,0,,0,,0,1,0,0
56,No,Brown,1.375,21,,6.4,0,,0,,0,1,0,0
63,No,Brown,1.375,21,,6.3,0,,0,,0,1,0,0
70,No,Brown,1.375,21,,6.6,0,,0,,0,1,0,0
77,No,Brown,1.375,21,,6.8,5,,5,,0,1,0,0
