Date,Exposed,Color,FoodLevel,ID,Stage,Length,Eggs,Worms,C_Eggs,C_Worms,Infected,Alive,Dead,Last_Alive
245,Yes,Green,11,6,,14,0,767,25,20024,1,1,0,1
28,Yes,Green,11,7,,4.1,0,0,0,0,1,1,0,0
35,Yes,Green,11,7,,5.9,0,0,0,0,1,1,0,0
42,Yes,Green,11,7,,7.7,0,0,0,0,1,1,0,0
49,Yes,Green,11,7,,10.5,0,0,0,0,1,1,0,0
56,Yes,Green,11,7,,12.2,0,0,0,0,1,1,0,0
63,Yes,Green,11,7,,12.8,0,0,0,0,1,1,0,0
70,Yes,Green,11,7,,12.8,0,440,0,440,1,1,0,0
77,Yes,Green,11,7,,12.9,16,127,16,567,1,1,0,0
84,Yes,Green,11,7,,12.9,0,123,16,690,1,1,0,0
91,Yes,Green,11,7,,13.1,12,436,28,1126,1,1,0,0
98,Yes,Green,11,7,,13.3,0,529,28,1655,1,1,0,0
105,Yes,Green,11,7,,13.1,0,224,28,1879,1,1,0,0
112,Yes,Green,11,7,,13.5,0,492,28,2371,1,1,0,0
119,Yes,Green,11,7,,13.4,0,114,28,2485,1,1,0,0
126,Yes,Green,11,7,,14.6,19,1140,47,3625,1,1,0,0
133,Yes,Green,11,7,,14.5,18,1309,65,4934,1,1,0,0
140,Yes,Green,11,7,,15.1,0,1031,65,5965,1,1,0,0
147,Yes,Green,11,7,,15.3,0,1458,65,7423,1,1,0,0
154,Yes,Green,11,7,,15.7,0,2178,65,9601,1,1,0,0
161,Yes,Green,11,7,,16,0,889,65,10490,1,1,0,0
168,Yes,Green,11,7,,15.8,0,1041,65,11531,1,1,0,0
175,Yes,Green,11,7,,16.3,0,1481,65,13012,1,1,0,0
182,Yes,Green,11,7,,15.9,0,2340,65,15352,1,1,0,0
189,Yes,Green,11,7,,15.8,0,2161,65,17513,1,1,0,0
196,Yes,Green,11,7,,16.3,0,1705,65,19218,1,1,0,0
203,Yes,Green,11,7,,16.2,0,1385,65,20603,1,1,0,0
210,Yes,Green,11,7,,16.3,0,1216,65,21819,1,1,0,0
217,Yes,Green,11,7,,16.8,0,2720,65,24539,1,1,0,0
224,Yes,Green,11,7,,16.8,0,1771,65,26310,1,1,0,0
231,Yes,Green,11,7,,16.5,0,1537,65,27847,1,1,0,0
238,Yes,Green,11,7,,17.6,0,939,65,28786,1,1,0,0
245,Yes,Green,11,7,,18.2,0,2175,65,30961,1,1,0,1
28,Yes,Green,11,8,,4,0,0,0,0,1,1,0,0
35,Yes,Green,11,8,,5.8,0,0,0,0,1,1,0,0
42,Yes,Green,11,8,,7.9,0,0,0,0,1,1,0,0
49,Yes,Green,11,8,,9.9,0,0,0,0,1,1,0,0
56,Yes,Green,11,8,,12,0,0,0,0,1,1,0,0
63,Yes,Green,11,8,,12.1,0,0,0,0,1,1,0,0
70,Yes,Green,11,8,,12.3,0,916,0,916,1,1,0,0
77,Yes,Green,11,8,,12.4,16,545,16,1461,1,1,0,0
84,Yes,Green,11,8,,13,0,1229,16,2690,1,1,0,0
91,Yes,Green,11,8,,13.5,25,1828,41,4518,1,1,0,0
98,Yes,Green,11,8,,13.6,0,2006,41,6524,1,1,0,0
105,Yes,Green,11,8,,13.7,18,823,59,7347,1,1,0,0
112,Yes,Green,11,8,,14.4,13,1491,72,8838,1,1,0,0
119,Yes,Green,11,8,,14.4,39,241,111,9079,1,1,0,0
126,Yes,Green,11,8,,12.8,0,274,111,9353,1,1,0,0
133,Yes,Green,11,8,,13.8,0,368,111,9721,1,1,0,0
140,Yes,Green,11,8,,13.5,0,199,111,9920,1,1,0,0
147,Yes,Green,11,8,,13.3,0,74,111,9994,1,1,0,0
154,Yes,Green,11,8,,13.8,0,274,111,10268,1,1,0,0
161,Yes,Green,11,8,,13.9,0,324,111,10592,1,1,0,0
168,Yes,Green,11,8,,14,0,301,111,10893,1,1,0,0
175,Yes,Green,11,8,,14.4,0,123,111,11016,1,1,0,0
182,Yes,Green,11,8,,13.9,0,164,111,11180,1,1,0,0
189,Yes,Green,11,8,,14.1,0,89,111,11269,1,1,0,0
196,Yes,Green,11,8,,13.5,0,199,111,11468,1,1,0,0
203,Yes,Green,11,8,,13.9,0,492,111,11960,1,1,0,1
210,Yes,Green,11,8,,14.5,0,,111,,1,1,0,0
217,Yes,Green,11,8,,,,,,,1,0,1,0
224,Yes,Green,11,8,,,,,,,1,0,1,0
231,Yes,Green,11,8,,,,,,,1,0,1,0
238,Yes,Green,11,8,,,,,,,1,0,1,0
245,Yes,Green,11,8,,,,,,,1,0,1,0
28,Yes,Green,11,9,,5.1,0,0,0,0,1,1,0,0
35,Yes,Green,11,9,,6.6,0,0,0,0,1,1,0,0
42,Yes,Green,11,9,,9.6,0,0,0,0,1,1,0,0
49,Yes,Green,11,9,,10.8,0,0,0,0,1,1,0,0
56,Yes,Green,11,9,,12.1,23,0,23,0,1,1,0,0
63,Yes,Green,11,9,,12.6,0,0,23,0,1,1,0,0
70,Yes,Green,11,9,,13,0,2009,23,2009,1,1,0,0
77,Yes,Green,11,9,,12.8,0,879,23,2888,1,1,0,0
84,Yes,Green,11,9,,13.3,8,1226,31,4114,1,1,0,0
91,Yes,Green,11,9,,13.6,0,1547,31,5661,1,1,0,0
98,Yes,Green,11,9,,14.2,0,1834,31,7495,1,1,0,0
105,Yes,Green,11,9,,14.5,0,1216,31,8711,1,1,0,0
112,Yes,Green,11,9,,15.5,0,1213,31,9924,1,1,0,0
119,Yes,Green,11,9,,15.5,0,41,31,9965,1,1,0,0
126,Yes,Green,11,9,,15.2,0,1639,31,11604,1,1,0,0
133,Yes,Green,11,9,,15.7,0,2469,31,14073,1,1,0,0
140,Yes,Green,11,9,,15.3,0,2066,31,16139,1,1,0,0
147,Yes,Green,11,9,,15.9,0,1497,31,17636,1,1,0,0
154,Yes,Green,11,9,,16.4,0,2330,31,19966,1,1,0,0
161,Yes,Green,11,9,,16.4,0,2469,31,22435,1,1,0,0
168,Yes,Green,11,9,,16.3,0,2710,31,25145,1,1,0,0
175,Yes,Green,11,9,,16.3,0,2707,31,27852,1,1,0,0
182,Yes,Green,11,9,,16.3,0,2720,31,30572,1,1,0,0
189,Yes,Green,11,9,,16.5,0,1732,31,32304,1,1,0,0
196,Yes,Green,11,9,,16.4,11,1282,42,33586,1,1,0,0
203,Yes,Green,11,9,,16.6,0,1705,42,35291,1,1,0,0
210,Yes,Green,11,9,,16.6,0,1613,42,36904,1,1,0,0
217,Yes,Green,11,9,,16.4,0,985,42,37889,1,1,0,0
224,Yes,Green,11,9,,16.9,0,1970,42,39859,1,1,0,0
231,Yes,Green,11,9,,16.5,0,1183,42,41042,1,1,0,0
238,Yes,Green,11,9,,17.2,0,1494,42,42536,1,1,0,0
245,Yes,Green,11,9,,16.3,0,1831,42,44367,1,1,0,1
28,Yes,Green,11,11,,4.7,0,0,0,0,1,1,0,0
35,Yes,Green,11,11,,5.1,0,0,0,0,1,1,0,0
42,Yes,Green,11,11,,8.6,0,0,0,0,1,1,0,0
49,Yes,Green,11,11,,11,19,0,19,0,1,1,0,0
56,Yes,Green,11,11,,12,73,0,92,0,1,1,0,0
63,Yes,Green,11,11,,12.3,0,0,92,0,1,1,0,0
70,Yes,Green,11,11,,12.7,28,440,120,440,1,1,0,0
77,Yes,Green,11,11,,12.5,49,158,169,598,1,1,0,0
84,Yes,Green,11,11,,12.8,18,83,187,681,1,1,0,0
91,Yes,Green,11,11,,12.8,69,35,256,716,1,1,0,1
98,Yes,Green,11,11,,12.8,15,,271,,1,1,0,0
105,Yes,Green,11,11,,,,,,,1,0,1,0
112,Yes,Green,11,11,,,,,,,1,0,1,0
119,Yes,Green,11,11,,,,,,,1,0,1,0
126,Yes,Green,11,11,,,,,,,1,0,1,0
133,Yes,Green,11,11,,,,,,,1,0,1,0
140,Yes,Green,11,11,,,,,,,1,0,1,0
147,Yes,Green,11,11,,,,,,,1,0,1,0
154,Yes,Green,11,11,,,,,,,1,0,1,0
161,Yes,Green,11,11,,,,,,,1,0,1,0
168,Yes,Green,11,11,,,,,,,1,0,1,0
175,Yes,Green,11,11,,,,,,,1,0,1,0
182,Yes,Green,11,11,,,,,,,1,0,1,0
189,Yes,Green,11,11,,,,,,,1,0,1,0
196,Yes,Green,11,11,,,,,,,1,0,1,0
203,Yes,Green,11,11,,,,,,,1,0,1,0
210,Yes,Green,11,11,,,,,,,1,0,1,0
217,Yes,Green,11,11,,,,,,,1,0,1,0
224,Yes,Green,11,11,,,,,,,1,0,1,0
231,Yes,Green,11,11,,,,,,,1,0,1,0
238,Yes,Green,11,11,,,,,,,1,0,1,0
245,Yes,Green,11,11,,,,,,,1,0,1,0
28,Yes,Green,11,12,,4.7,0,0,0,0,1,1,0,0
35,Yes,Green,11,12,,7,0,0,0,0,1,1,0,0
42,Yes,Green,11,12,,9.4,0,0,0,0,1,1,0,0
49,Yes,Green,11,12,,10,0,0,0,0,1,1,0,0
56,Yes,Green,11,12,,12,0,0,0,0,1,1,0,0
63,Yes,Green,11,12,,12.3,2,0,2,0,1,1,0,0
70,Yes,Green,11,12,,12.3,28,67,30,67,1,1,0,1
77,Yes,Green,11,12,,12.2,0,,30,,1,1,0,0
84,Yes,Green,11,12,,,,,,,1,0,1,0
91,Yes,Green,11,12,,,,,,,1,0,1,0
98,Yes,Green,11,12,,,,,,,1,0,1,0
105,Yes,Green,11,12,,,,,,,1,0,1,0
112,Yes,Green,11,12,,,,,,,1,0,1,0
119,Yes,Green,11,12,,,,,,,1,0,1,0
126,Yes,Green,11,12,,,,,,,1,0,1,0
133,Yes,Green,11,12,,,,,,,1,0,1,0
140,Yes,Green,11,12,,,,,,,1,0,1,0
147,Yes,Green,11,12,,,,,,,1,0,1,0
154,Yes,Green,11,12,,,,,,,1,0,1,0
161,Yes,Green,11,12,,,,,,,1,0,1,0
168,Yes,Green,11,12,,,,,,,1,0,1,0
175,Yes,Green,11,12,,,,,,,1,0,1,0
182,Yes,Green,11,12,,,,,,,1,0,1,0
189,Yes,Green,11,12,,,,,,,1,0,1,0
196,Yes,Green,11,12,,,,,,,1,0,1,0
203,Yes,Green,11,12,,,,,,,1,0,1,0
210,Yes,Green,11,12,,,,,,,1,0,1,0
217,Yes,Green,11,12,,,,,,,1,0,1,0
224,Yes,Green,11,12,,,,,,,1,0,1,0
231,Yes,Green,11,12,,,,,,,1,0,1,0
238,Yes,Green,11,12,,,,,,,1,0,1,0
245,Yes,Green,11,12,,,,,,,1,0,1,0
28,Yes,Green,11,16,,4,0,0,0,0,1,1,0,0
35,Yes,Green,11,16,,5.8,0,0,0,0,1,1,0,0
42,Yes,Green,11,16,,8.3,0,0,0,0,1,1,0,0
49,Yes,Green,11,16,,10.1,0,0,0,0,1,1,0,0
56,Yes,Green,11,16,,11.8,0,0,0,0,1,1,0,0
63,Yes,Green,11,16,,12,0,0,0,0,1,1,0,0
70,Yes,Green,11,16,,12.6,0,0,0,0,1,1,0,0
77,Yes,Green,11,16,,12.9,26,331,26,331,1,1,0,0
84,Yes,Green,11,16,,12.6,16,347,42,678,1,1,0,1
91,Yes,Green,11,16,,13.2,0,,42,,1,1,0,0
98,Yes,Green,11,16,,,,,,,1,0,1,0
105,Yes,Green,11,16,,,,,,,1,0,1,0
112,Yes,Green,11,16,,,,,,,1,0,1,0
119,Yes,Green,11,16,,,,,,,1,0,1,0
126,Yes,Green,11,16,,,,,,,1,0,1,0
133,Yes,Green,11,16,,,,,,,1,0,1,0
140,Yes,Green,11,16,,,,,,,1,0,1,0
147,Yes,Green,11,16,,,,,,,1,0,1,0
154,Yes,Green,11,16,,,,,,,1,0,1,0
161,Yes,Green,11,16,,,,,,,1,0,1,0
168,Yes,Green,11,16,,,,,,,1,0,1,0
175,Yes,Green,11,16,,,,,,,1,0,1,0
182,Yes,Green,11,16,,,,,,,1,0,1,0
189,Yes,Green,11,16,,,,,,,1,0,1,0
196,Yes,Green,11,16,,,,,,,1,0,1,0
203,Yes,Green,11,16,,,,,,,1,0,1,0
210,Yes,Green,11,16,,,,,,,1,0,1,0
217,Yes,Green,11,16,,,,,,,1,0,1,0
224,Yes,Green,11,16,,,,,,,1,0,1,0
231,Yes,Green,11,16,,,,,,,1,0,1,0
238,Yes,Green,11,16,,,,,,,1,0,1,0
245,Yes,Green,11,16,,,,,,,1,0,1,0
28,Yes,Red,16.5,1,,5.7,0,0,0,0,1,1,0,0
35,Yes,Red,16.5,1,,7.8,0,0,0,0,1,1,0,0
42,Yes,Red,16.5,1,,9.9,0,0,0,0,1,1,0,0
49,Yes,Red,16.5,1,,11.6,138,0,138,0,1,1,0,0
56,Yes,Red,16.5,1,,13,0,0,138,0,1,1,0,0
63,Yes,Red,16.5,1,,13.3,0,0,138,0,1,1,0,0
70,Yes,Red,16.5,1,,13.6,0,1785,138,1785,1,1,0,0
77,Yes,Red,16.5,1,,13.7,0,506,138,2291,1,1,0,0
84,Yes,Red,16.5,1,,13.5,20,644,158,2935,1,1,0,0
91,Yes,Red,16.5,1,,13.7,0,502,158,3437,1,1,0,0
98,Yes,Red,16.5,1,,13.6,0,278,158,3715,1,1,0,0
105,Yes,Red,16.5,1,,13.3,0,54,158,3769,1,1,0,1
112,Yes,Red,16.5,1,,14,0,,158,,1,1,0,0
119,Yes,Red,16.5,1,,,,,,,1,0,1,0
126,Yes,Red,16.5,1,,,,,,,1,0,1,0
133,Yes,Red,16.5,1,,,,,,,1,0,1,0
140,Yes,Red,16.5,1,,,,,,,1,0,1,0
147,Yes,Red,16.5,1,,,,,,,1,0,1,0
154,Yes,Red,16.5,1,,,,,,,1,0,1,0
161,Yes,Red,16.5,1,,,,,,,1,0,1,0
168,Yes,Red,16.5,1,,,,,,,1,0,1,0
175,Yes,Red,16.5,1,,,,,,,1,0,1,0
182,Yes,Red,16.5,1,,,,,,,1,0,1,0
189,Yes,Red,16.5,1,,,,,,,1,0,1,0
196,Yes,Red,16.5,1,,,,,,,1,0,1,0
203,Yes,Red,16.5,1,,,,,,,1,0,1,0
210,Yes,Red,16.5,1,,,,,,,1,0,1,0
217,Yes,Red,16.5,1,,,,,,,1,0,1,0
224,Yes,Red,16.5,1,,,,,,,1,0,1,0
231,Yes,Red,16.5,1,,,,,,,1,0,1,0
238,Yes,Red,16.5,1,,,,,,,1,0,1,0
245,Yes,Red,16.5,1,,,,,,,1,0,1,0
28,Yes,Red,16.5,3,,5.4,0,0,0,0,1,1,0,0
35,Yes,Red,16.5,3,,5.5,0,0,0,0,1,1,0,0
42,Yes,Red,16.5,3,,5.8,0,0,0,0,1,1,0,0
49,Yes,Red,16.5,3,,7.3,0,0,0,0,1,1,0,0
56,Yes,Red,16.5,3,,9.1,0,0,0,0,1,1,0,0
63,Yes,Red,16.5,3,,9.4,0,0,0,0,1,1,0,0
70,Yes,Red,16.5,3,,9.5,0,143,0,143,1,1,0,0
77,Yes,Red,16.5,3,,9.6,0,123,0,266,1,1,0,1
84,Yes,Red,16.5,3,,9.5,0,,0,,1,1,0,0
91,Yes,Red,16.5,3,,,,,,,1,0,1,0
98,Yes,Red,16.5,3,,,,,,,1,0,1,0
105,Yes,Red,16.5,3,,,,,,,1,0,1,0
112,Yes,Red,16.5,3,,,,,,,1,0,1,0
119,Yes,Red,16.5,3,,,,,,,1,0,1,0
126,Yes,Red,16.5,3,,,,,,,1,0,1,0
133,Yes,Red,16.5,3,,,,,,,1,0,1,0
140,Yes,Red,16.5,3,,,,,,,1,0,1,0
147,Yes,Red,16.5,3,,,,,,,1,0,1,0
154,Yes,Red,16.5,3,,,,,,,1,0,1,0
161,Yes,Red,16.5,3,,,,,,,1,0,1,0
168,Yes,Red,16.5,3,,,,,,,1,0,1,0
175,Yes,Red,16.5,3,,,,,,,1,0,1,0
182,Yes,Red,16.5,3,,,,,,,1,0,1,0
189,Yes,Red,16.5,3,,,,,,,1,0,1,0
196,Yes,Red,16.5,3,,,,,,,1,0,1,0
203,Yes,Red,16.5,3,,,,,,,1,0,1,0
210,Yes,Red,16.5,3,,,,,,,1,0,1,0
217,Yes,Red,16.5,3,,,,,,,1,0,1,0
224,Yes,Red,16.5,3,,,,,,,1,0,1,0
231,Yes,Red,16.5,3,,,,,,,1,0,1,0
238,Yes,Red,16.5,3,,,,,,,1,0,1,0
245,Yes,Red,16.5,3,,,,,,,1,0,1,0
28,Yes,Red,16.5,5,,5.6,0,0,0,0,1,1,0,0
35,Yes,Red,16.5,5,,6.4,0,0,0,0,1,1,0,0
42,Yes,Red,16.5,5,,8.3,0,0,0,0,1,1,0,0
49,Yes,Red,16.5,5,,10.4,0,0,0,0,1,1,0,0
56,Yes,Red,16.5,5,,11.9,0,0,0,0,1,1,0,0
63,Yes,Red,16.5,5,,12.5,42,0,42,0,1,1,0,0
70,Yes,Red,16.5,5,,13.4,32,23,74,23,1,1,0,0
77,Yes,Red,16.5,5,,13.2,13,99,87,122,1,1,0,0
84,Yes,Red,16.5,5,,13.5,19,502,106,624,1,1,0,0
91,Yes,Red,16.5,5,,13.1,11,297,117,921,1,1,0,0
98,Yes,Red,16.5,5,,13.4,6,334,123,1255,1,1,0,1
105,Yes,Red,16.5,5,,13,0,,123,,1,1,0,0
112,Yes,Red,16.5,5,,,,,,,1,0,1,0
119,Yes,Red,16.5,5,,,,,,,1,0,1,0
126,Yes,Red,16.5,5,,,,,,,1,0,1,0
133,Yes,Red,16.5,5,,,,,,,1,0,1,0
140,Yes,Red,16.5,5,,,,,,,1,0,1,0
147,Yes,Red,16.5,5,,,,,,,1,0,1,0
154,Yes,Red,16.5,5,,,,,,,1,0,1,0
161,Yes,Red,16.5,5,,,,,,,1,0,1,0
168,Yes,Red,16.5,5,,,,,,,1,0,1,0
175,Yes,Red,16.5,5,,,,,,,1,0,1,0
182,Yes,Red,16.5,5,,,,,,,1,0,1,0
189,Yes,Red,16.5,5,,,,,,,1,0,1,0
196,Yes,Red,16.5,5,,,,,,,1,0,1,0
203,Yes,Red,16.5,5,,,,,,,1,0,1,0
210,Yes,Red,16.5,5,,,,,,,1,0,1,0
217,Yes,Red,16.5,5,,,,,,,1,0,1,0
224,Yes,Red,16.5,5,,,,,,,1,0,1,0
231,Yes,Red,16.5,5,,,,,,,1,0,1,0
238,Yes,Red,16.5,5,,,,,,,1,0,1,0
245,Yes,Red,16.5,5,,,,,,,1,0,1,0
28,Yes,Red,16.5,6,,4,0,0,0,0,1,1,0,0
35,Yes,Red,16.5,6,,6.3,0,0,0,0,1,1,0,0
42,Yes,Red,16.5,6,,8.8,0,0,0,0,1,1,0,0
49,Yes,Red,16.5,6,,11.9,0,0,0,0,1,1,0,0
56,Yes,Red,16.5,6,,11.8,0,0,0,0,1,1,0,0
63,Yes,Red,16.5,6,,12.1,0,0,0,0,1,1,0,0
70,Yes,Red,16.5,6,,12.4,0,859,0,859,1,1,0,0
77,Yes,Red,16.5,6,,12.6,0,1084,0,1943,1,1,0,0
84,Yes,Red,16.5,6,,13,17,1094,17,3037,1,1,0,0
91,Yes,Red,16.5,6,,12.9,0,2624,17,5661,1,1,0,0
98,Yes,Red,16.5,6,,13.8,1,2089,18,7750,1,1,0,0
105,Yes,Red,16.5,6,,13.7,0,658,18,8408,1,1,0,0
112,Yes,Red,16.5,6,,14.7,0,896,18,9304,1,1,0,0
119,Yes,Red,16.5,6,,14.2,0,555,18,9859,1,1,0,0
126,Yes,Red,16.5,6,,14.1,0,1471,18,11330,1,1,0,0
133,Yes,Red,16.5,6,,14.4,0,502,18,11832,1,1,0,0
140,Yes,Red,16.5,6,,14.6,0,1048,18,12880,1,1,0,0
147,Yes,Red,16.5,6,,15.2,0,982,18,13862,1,1,0,0
154,Yes,Red,16.5,6,,15.8,0,1672,18,15534,1,1,0,0
161,Yes,Red,16.5,6,,16,0,863,18,16397,1,1,0,0
168,Yes,Red,16.5,6,,15.9,0,1153,18,17550,1,1,0,0
175,Yes,Red,16.5,6,,15.8,0,1570,18,19120,1,1,0,0
182,Yes,Red,16.5,6,,16,0,859,18,19979,1,1,0,0
189,Yes,Red,16.5,6,,16.5,0,1547,18,21526,1,1,0,0
196,Yes,Red,16.5,6,,16.3,0,922,18,22448,1,1,0,0
203,Yes,Red,16.5,6,,16,0,929,18,23377,1,1,0,0
210,Yes,Red,16.5,6,,16.5,0,1983,18,25360,1,1,0,0
217,Yes,Red,16.5,6,,16.2,0,1844,18,27204,1,1,0,0
224,Yes,Red,16.5,6,,16.3,0,1325,18,28529,1,1,0,0
231,Yes,Red,16.5,6,,16.3,0,1765,18,30294,1,1,0,0
238,Yes,Red,16.5,6,,16.1,0,992,18,31286,1,1,0,0
245,Yes,Red,16.5,6,,16.5,0,2019,18,33305,1,1,0,1
28,Yes,Red,16.5,7,,4.3,0,0,0,0,1,1,0,0
35,Yes,Red,16.5,7,,5.6,0,0,0,0,1,1,0,0
42,Yes,Red,16.5,7,,8.8,0,0,0,0,1,1,0,0
49,Yes,Red,16.5,7,,10.9,0,0,0,0,1,1,0,0
56,Yes,Red,16.5,7,,11.6,0,0,0,0,1,1,0,0
63,Yes,Red,16.5,7,,12.6,0,0,0,0,1,1,0,0
70,Yes,Red,16.5,7,,12.7,0,90,0,90,1,1,0,0
77,Yes,Red,16.5,7,,13,0,146,0,236,1,1,0,1
84,Yes,Red,16.5,7,,13.2,0,,0,,1,1,0,0
91,Yes,Red,16.5,7,,,,,,,1,0,1,0
98,Yes,Red,16.5,7,,,,,,,1,0,1,0
105,Yes,Red,16.5,7,,,,,,,1,0,1,0
112,Yes,Red,16.5,7,,,,,,,1,0,1,0
119,Yes,Red,16.5,7,,,,,,,1,0,1,0
126,Yes,Red,16.5,7,,,,,,,1,0,1,0
133,Yes,Red,16.5,7,,,,,,,1,0,1,0
140,Yes,Red,16.5,7,,,,,,,1,0,1,0
147,Yes,Red,16.5,7,,,,,,,1,0,1,0
154,Yes,Red,16.5,7,,,,,,,1,0,1,0
161,Yes,Red,16.5,7,,,,,,,1,0,1,0
168,Yes,Red,16.5,7,,,,,,,1,0,1,0
175,Yes,Red,16.5,7,,,,,,,1,0,1,0
182,Yes,Red,16.5,7,,,,,,,1,0,1,0
189,Yes,Red,16.5,7,,,,,,,1,0,1,0
196,Yes,Red,16.5,7,,,,,,,1,0,1,0
203,Yes,Red,16.5,7,,,,,,,1,0,1,0
210,Yes,Red,16.5,7,,,,,,,1,0,1,0
217,Yes,Red,16.5,7,,,,,,,1,0,1,0
224,Yes,Red,16.5,7,,,,,,,1,0,1,0
231,Yes,Red,16.5,7,,,,,,,1,0,1,0
238,Yes,Red,16.5,7,,,,,,,1,0,1,0
245,Yes,Red,16.5,7,,,,,,,1,0,1,0
28,Yes,Red,16.5,8,,4,0,0,0,0,1,1,0,0
35,Yes,Red,16.5,8,,7,0,0,0,0,1,1,0,0
42,Yes,Red,16.5,8,,8.9,0,0,0,0,1,1,0,0
49,Yes,Red,16.5,8,,10.2,0,0,0,0,1,1,0,0
56,Yes,Red,16.5,8,,11.5,44,0,44,0,1,1,0,0
63,Yes,Red,16.5,8,,11.8,0,0,44,0,1,1,0,0
70,Yes,Red,16.5,8,,12.2,18,251,62,251,1,1,0,0
77,Yes,Red,16.5,8,,12,0,67,62,318,1,1,0,0
84,Yes,Red,16.5,8,,12.5,0,0,62,318,1,1,0,1
91,Yes,Red,16.5,8,,12.7,0,,62,,1,1,0,0
98,Yes,Red,16.5,8,,,,,,,1,0,1,0
105,Yes,Red,16.5,8,,,,,,,1,0,1,0
112,Yes,Red,16.5,8,,,,,,,1,0,1,0
119,Yes,Red,16.5,8,,,,,,,1,0,1,0
126,Yes,Red,16.5,8,,,,,,,1,0,1,0
133,Yes,Red,16.5,8,,,,,,,1,0,1,0
140,Yes,Red,16.5,8,,,,,,,1,0,1,0
147,Yes,Red,16.5,8,,,,,,,1,0,1,0
154,Yes,Red,16.5,8,,,,,,,1,0,1,0
161,Yes,Red,16.5,8,,,,,,,1,0,1,0
168,Yes,Red,16.5,8,,,,,,,1,0,1,0
175,Yes,Red,16.5,8,,,,,,,1,0,1,0
182,Yes,Red,16.5,8,,,,,,,1,0,1,0
189,Yes,Red,16.5,8,,,,,,,1,0,1,0
196,Yes,Red,16.5,8,,,,,,,1,0,1,0
203,Yes,Red,16.5,8,,,,,,,1,0,1,0
210,Yes,Red,16.5,8,,,,,,,1,0,1,0
217,Yes,Red,16.5,8,,,,,,,1,0,1,0
224,Yes,Red,16.5,8,,,,,,,1,0,1,0
231,Yes,Red,16.5,8,,,,,,,1,0,1,0
238,Yes,Red,16.5,8,,,,,,,1,0,1,0
245,Yes,Red,16.5,8,,,,,,,1,0,1,0
28,Yes,Red,16.5,9,,4,0,0,0,0,1,1,0,0
35,Yes,Red,16.5,9,,6.5,0,0,0,0,1,1,0,0
42,Yes,Red,16.5,9,,9.1,0,0,0,0,1,1,0,0
49,Yes,Red,16.5,9,,11.1,0,0,0,0,1,1,0,0
56,Yes,Red,16.5,9,,12,0,0,0,0,1,1,0,0
63,Yes,Red,16.5,9,,12.5,0,0,0,0,1,1,0,0
70,Yes,Red,16.5,9,,12.9,18,347,18,347,1,1,0,0
77,Yes,Red,16.5,9,,12.7,3,281,21,628,1,1,0,0
84,Yes,Red,16.5,9,,12.8,0,134,21,762,1,1,0,0
91,Yes,Red,16.5,9,,13.1,0,185,21,947,1,1,0,0
98,Yes,Red,16.5,9,,12.8,0,107,21,1054,1,1,0,0
105,Yes,Red,16.5,9,,12.6,0,9,21,1063,1,1,0,0
112,Yes,Red,16.5,9,,13.6,0,1,21,1064,1,1,0,0
119,Yes,Red,16.5,9,,12.9,0,73,21,1137,1,1,0,0
126,Yes,Red,16.5,9,,12.7,0,267,21,1404,1,1,0,0
133,Yes,Red,16.5,9,,12.9,0,428,21,1832,1,1,0,0
140,Yes,Red,16.5,9,,12.9,0,194,21,2026,1,1,0,0
147,Yes,Red,16.5,9,,13.8,7,304,28,2330,1,1,0,1
154,Yes,Red,16.5,9,,13.5,0,,28,,1,1,0,0
161,Yes,Red,16.5,9,,,,,,,1,0,1,0
168,Yes,Red,16.5,9,,,,,,,1,0,1,0
175,Yes,Red,16.5,9,,,,,,,1,0,1,0
182,Yes,Red,16.5,9,,,,,,,1,0,1,0
189,Yes,Red,16.5,9,,,,,,,1,0,1,0
196,Yes,Red,16.5,9,,,,,,,1,0,1,0
203,Yes,Red,16.5,9,,,,,,,1,0,1,0
210,Yes,Red,16.5,9,,,,,,,1,0,1,0
217,Yes,Red,16.5,9,,,,,,,1,0,1,0
224,Yes,Red,16.5,9,,,,,,,1,0,1,0
231,Yes,Red,16.5,9,,,,,,,1,0,1,0
238,Yes,Red,16.5,9,,,,,,,1,0,1,0
245,Yes,Red,16.5,9,,,,,,,1,0,1,0
28,Yes,Red,16.5,10,,4.2,0,0,0,0,1,1,0,0
35,Yes,Red,16.5,10,,6,0,0,0,0,1,1,0,0
42,Yes,Red,16.5,10,,8.7,0,0,0,0,1,1,0,0
49,Yes,Red,16.5,10,,10.9,0,0,0,0,1,1,0,0
56,Yes,Red,16.5,10,,10.9,15,0,15,0,1,1,0,0
63,Yes,Red,16.5,10,,13,0,0,15,0,1,1,0,0
70,Yes,Red,16.5,10,,13.8,62,0,77,0,1,1,0,0
77,Yes,Red,16.5,10,,14.3,39,0,116,0,1,1,0,0
84,Yes,Red,16.5,10,,15,0,0,116,0,1,1,0,0
91,Yes,Red,16.5,10,,15.2,0,36,116,36,1,1,0,0
98,Yes,Red,16.5,10,,15.7,28,271,144,307,1,1,0,0
105,Yes,Red,16.5,10,,15.9,6,17,150,324,1,1,0,1
112,Yes,Red,16.5,10,,16.2,0,,150,,1,1,0,0
119,Yes,Red,16.5,10,,,,,,,1,0,1,0
126,Yes,Red,16.5,10,,,,,,,1,0,1,0
133,Yes,Red,16.5,10,,,,,,,1,0,1,0
